employee_id,age,gender,marital_status,salary,employment_type,region,has_dependents,tenure_years,enrolled,application_date,last_contact_date,last_contact_channel,plan_tier_requested,broker_channel,prior_year_enrolled,legacy_propensity_score,n_employees_region,hist_enrollment_rate_region,avg_salary_region,avg_premium_cost_usd,benefits_broker_rating,hr_outreach_capacity,open_enrollment_window_days,state_mandate_level
19118,46,Female,Married,64380.94,Full-time,Midwest,Yes,0.6,1,2024-02-05,2024-01-13,Email,Standard,Third-Party,New Hire,0.765,2488,0.617,64921.46,595,4.4,469,18,High
17474,31,Male,Single,63712.24,Full-time,Northeast,Yes,1.6,1,2024-12-12,2024-11-23,Email,Silver,Direct,Yes,0.848,2506,0.612,65008.32,455,3.1,151,38,Low
19483,40,Male,Married,56580.04,Full-time,South,No,1.4,0,2024-09-21,2024-09-15,Email,Standard,Direct,No,0.114,2424,0.628,65200.49,481,3.3,324,17,Medium
15558,41,Male,Single,68737.29,Full-time,West,No,8.0,1,2024-05-11,2024-04-25,SMS,Standard,Employer-Sponsored,Yes,0.734,2582,0.613,65007.07,574,4.7,437,28,Low
14701,52,Female,Married,38460.95,Full-time,South,No,6.5,0,2024-12-19,2024-12-15,Email,Bronze,Direct,No,0.202,2424,0.628,65200.49,481,3.3,324,17,Medium
14353,37,Female,Married,34508.76,Full-time,West,No,1.5,0,2024-11-02,2024-10-11,Email,Unknown,Direct,New Hire,0.129,2582,0.613,65007.07,574,4.7,437,28,Low
18737,22,Male,Married,60382.78,Full-time,Northeast,Yes,5.6,1,2024-04-27,2024-04-22,Phone,Standard,Employer-Sponsored,No,,2506,0.612,65008.32,455,3.1,151,38,Low
10061,39,Female,Divorced,80315.69,Full-time,Midwest,Yes,8.8,1,2024-11-05,2024-10-20,SMS,Standard,Employer-Sponsored,Yes,0.882,2488,0.617,64921.46,595,4.4,469,18,High
13475,32,Other,Single,57218.74,Full-time,West,No,1.7,0,2024-11-19,2024-11-14,Email,Silver,Direct,No,0.01,2582,0.613,65007.07,574,4.7,437,28,Low
19039,35,Female,Married,71679.01,Contract,Midwest,Yes,1.7,1,2024-05-29,2024-05-19,Phone,Silver,Direct,No,,2488,0.617,64921.46,595,4.4,469,18,High
14278,61,Female,Married,54264.69,Part-time,South,No,1.8,0,2024-05-14,2024-05-07,Unknown,Basic,Third-Party,Yes,0.173,2424,0.628,65200.49,481,3.3,324,17,Medium
10624,31,Male,Single,59116.08,Full-time,Midwest,No,4.4,0,2024-04-03,2024-03-15,Email,Standard,Employer-Sponsored,New Hire,0.097,2488,0.617,64921.46,595,4.4,469,18,High
13544,43,Male,Single,64325.19,Full-time,Northeast,Yes,7.3,1,2024-02-07,2024-01-09,Phone,Standard,Direct,No,0.877,2506,0.612,65008.32,455,3.1,151,38,Low
18858,23,Female,Single,87290.76,Full-time,West,Yes,0.7,1,2024-02-02,2024-01-14,SMS,Premium,Unknown,New Hire,0.835,2582,0.613,65007.07,574,4.7,437,28,Low
18502,42,Male,Married,55262.79,Contract,Midwest,Yes,0.1,0,2024-04-07,2024-03-18,Phone,Standard,Employer-Sponsored,New Hire,0.027,2488,0.617,64921.46,595,4.4,469,18,High
16557,45,Female,Single,68428.45,Full-time,West,No,6.6,1,,2024-09-23,Phone,Standard,Third-Party,Yes,,2582,0.613,65007.07,574,4.7,437,28,Low
13605,58,Female,Married,75043.68,Full-time,South,Yes,3.9,1,2024-12-18,2024-11-29,Unknown,Standard,Direct,No,0.99,2424,0.628,65200.49,481,3.3,324,17,Medium
10164,62,Male,Married,46839.26,Full-time,West,No,0.4,0,2024-06-12,2024-05-18,Phone,Basic,Third-Party,New Hire,0.034,2582,0.613,65007.07,574,4.7,437,28,Low
18795,45,Male,Married,51378.32,Full-time,Northeast,Yes,8.3,1,,2023-12-31,Email,Basic,Employer-Sponsored,New Hire,,2506,0.612,65008.32,455,3.1,151,38,Low
18705,27,Male,Married,67754.36,Part-time,South,Yes,6.9,0,2024-11-28,2024-11-23,Phone,Silver,Employer-Sponsored,No,0.148,2424,0.628,65200.49,481,3.3,324,17,Medium
12255,35,Male,Married,78150.06,Part-time,Midwest,No,4.1,0,2024-07-05,2024-06-27,Email,Silver,Direct,No,0.01,2488,0.617,64921.46,595,4.4,469,18,High
19333,32,Female,Married,47669.49,Full-time,Northeast,No,2.6,0,,2024-05-02,Email,Basic,Employer-Sponsored,Yes,0.185,2506,0.612,65008.32,455,3.1,151,38,Low
14666,40,Female,Married,50693.42,Contract,South,Yes,0.7,0,2024-04-18,2024-03-23,Email,Basic,Direct,New Hire,0.248,2424,0.628,65200.49,481,3.3,324,17,Medium
17122,38,Female,Married,92054.82,Full-time,Northeast,Yes,5.2,1,2024-04-13,2024-03-27,Phone,Gold,Third-Party,New Hire,,2506,0.612,65008.32,455,3.1,151,38,Low
18604,38,Female,Married,64706.6,Full-time,West,Yes,1.6,1,2024-11-14,2024-10-31,Email,Standard,Employer-Sponsored,New Hire,0.99,2582,0.613,65007.07,574,4.7,437,28,Low
10797,57,Male,Married,66288.44,Full-time,West,Yes,3.3,1,2024-08-22,2024-08-20,Email,Silver,Direct,No,0.888,2582,0.613,65007.07,574,4.7,437,28,Low
15292,27,Female,Single,53384.94,Full-time,Northeast,No,4.7,0,2024-08-25,2024-08-05,Email,Basic,Employer-Sponsored,New Hire,0.159,2506,0.612,65008.32,455,3.1,151,38,Low
17569,56,Female,Single,69634.19,Full-time,Midwest,Yes,1.3,1,2024-07-30,2024-07-24,Phone,Standard,Employer-Sponsored,Yes,,2488,0.617,64921.46,595,4.4,469,18,High
19109,38,Female,Single,52142.07,Full-time,Northeast,No,8.1,0,2024-05-14,2024-04-25,Email,Basic,Employer-Sponsored,New Hire,,2506,0.612,65008.32,455,3.1,151,38,Low
15795,56,Female,Divorced,50545.16,Full-time,South,Yes,2.3,1,2024-09-16,2024-09-02,Email,Basic,Employer-Sponsored,No,0.876,2424,0.628,65200.49,481,3.3,324,17,Medium
10113,48,Female,Married,60008.13,Part-time,Northeast,No,0.5,0,2024-03-19,2024-02-22,Email,Standard,Employer-Sponsored,New Hire,0.231,2506,0.612,65008.32,455,3.1,151,38,Low
15592,47,Female,Married,43663.13,Full-time,South,Yes,3.5,1,2024-02-11,2024-01-18,Unknown,Unknown,Employer-Sponsored,No,0.865,2424,0.628,65200.49,481,3.3,324,17,Medium
11687,36,Female,Married,64436.01,Part-time,Midwest,No,0.7,0,2024-08-08,2024-07-10,Email,Standard,Direct,New Hire,0.074,2488,0.617,64921.46,595,4.4,469,18,High
15554,56,Male,Single,95794.23,Full-time,West,Yes,4.5,1,2024-09-18,2024-08-23,Unknown,Premium,Third-Party,Yes,0.936,2582,0.613,65007.07,574,4.7,437,28,Low
16026,30,Male,Married,62940.09,Full-time,Northeast,Yes,2.2,1,2024-02-28,2024-02-22,Email,Silver,Employer-Sponsored,New Hire,0.784,2506,0.612,65008.32,455,3.1,151,38,Low
15537,50,Female,Married,54903.45,Full-time,Northeast,Yes,0.2,1,2024-12-08,2024-11-12,Email,Basic,Third-Party,New Hire,,2506,0.612,65008.32,455,3.1,151,38,Low
16546,54,Female,Single,90419.63,Part-time,Northeast,No,2.3,0,2024-07-28,2024-07-24,None,Gold,Direct,New Hire,0.235,2506,0.612,65008.32,455,3.1,151,38,Low
10923,36,Male,Single,65679.36,Contract,Midwest,No,6.7,0,2024-07-22,2024-07-18,Phone,Silver,Third-Party,No,0.202,2488,0.617,64921.46,595,4.4,469,18,High
15216,51,Female,Married,46959.66,Full-time,Northeast,Yes,2.2,1,2024-05-23,2024-04-26,Unknown,Unknown,Third-Party,New Hire,0.976,2506,0.612,65008.32,455,3.1,151,38,Low
18919,47,Male,Married,77440.51,Full-time,Midwest,Yes,9.4,1,2024-12-13,2024-11-21,Phone,Silver,Third-Party,New Hire,0.929,2488,0.617,64921.46,595,4.4,469,18,High
12044,63,Female,Single,85125.16,Full-time,Northeast,Yes,2.8,1,2024-01-05,2023-12-25,Email,Gold,Third-Party,Yes,,2506,0.612,65008.32,455,3.1,151,38,Low
17073,55,Female,Married,52471.29,Part-time,South,No,2.4,0,2024-09-22,2024-09-02,None,Basic,Third-Party,New Hire,0.075,2424,0.628,65200.49,481,3.3,324,17,Medium
13063,60,Male,Single,95723.94,Part-time,West,No,1.2,0,2024-05-31,2024-05-20,Unknown,Gold,Direct,New Hire,,2582,0.613,65007.07,574,4.7,437,28,Low
18983,40,Female,Single,39542.29,Full-time,West,Yes,1.5,1,2024-11-19,2024-11-14,Email,Unknown,Employer-Sponsored,New Hire,0.872,2582,0.613,65007.07,574,4.7,437,28,Low
12085,54,Female,Single,64424.42,Full-time,Midwest,Yes,0.0,1,,2024-05-10,Phone,Silver,Direct,New Hire,0.928,2488,0.617,64921.46,595,4.4,469,18,High
14838,51,Male,Single,85119.59,Full-time,Northeast,Yes,4.4,1,2024-04-17,2024-03-31,Email,Premium,Employer-Sponsored,Yes,0.853,2506,0.612,65008.32,455,3.1,151,38,Low
11422,34,Male,Married,33382.87,Full-time,West,Yes,0.6,1,2024-05-20,2024-05-18,SMS,Basic,Third-Party,New Hire,0.873,2582,0.613,65007.07,574,4.7,437,28,Low
11546,56,Male,Single,67382.06,Full-time,Midwest,Yes,0.5,1,2024-02-28,2024-02-05,SMS,Silver,Direct,New Hire,0.99,2488,0.617,64921.46,595,4.4,469,18,High
17804,47,Male,Single,53867.42,Full-time,Northeast,Yes,3.7,1,2024-07-14,2024-07-07,Phone,Basic,Third-Party,New Hire,0.726,2506,0.612,65008.32,455,3.1,151,38,Low
16641,24,Male,Single,60822.11,Full-time,Northeast,No,14.3,0,2024-10-03,2024-09-07,SMS,Silver,Direct,No,0.102,2506,0.612,65008.32,455,3.1,151,38,Low
12568,47,Male,Married,50509.67,Full-time,Northeast,No,11.5,0,2024-04-02,2024-03-09,Email,Bronze,Employer-Sponsored,Yes,0.043,2506,0.612,65008.32,455,3.1,151,38,Low
14826,29,Female,Single,66763.4,Full-time,South,No,0.8,0,2024-05-03,2024-04-12,None,Silver,Employer-Sponsored,New Hire,0.059,2424,0.628,65200.49,481,3.3,324,17,Medium
19198,52,Other,Widowed,86957.26,Full-time,Midwest,No,7.8,1,2024-02-06,2024-01-09,SMS,Gold,Third-Party,Yes,0.771,2488,0.617,64921.46,595,4.4,469,18,High
19970,47,Male,Married,81061.1,Full-time,South,Yes,2.4,1,2024-11-12,2024-10-16,SMS,Silver,Employer-Sponsored,Yes,0.917,2424,0.628,65200.49,481,3.3,324,17,Medium
12715,42,Male,Single,75368.71,Full-time,Northeast,No,7.1,1,2024-10-26,2024-10-18,Email,Standard,Third-Party,Yes,,2506,0.612,65008.32,455,3.1,151,38,Low
13200,52,Male,Married,88606.63,Full-time,South,No,3.6,1,2024-02-26,2024-01-30,SMS,Gold,Employer-Sponsored,Yes,0.954,2424,0.628,65200.49,481,3.3,324,17,Medium
10413,50,Male,Married,62457.62,Full-time,Northeast,No,8.2,1,2024-10-06,2024-10-01,SMS,Standard,Direct,Yes,0.92,2506,0.612,65008.32,455,3.1,151,38,Low
10653,39,Female,Widowed,66679.76,Full-time,Midwest,Yes,2.8,1,,2024-01-11,SMS,Standard,Direct,Yes,0.99,2488,0.617,64921.46,595,4.4,469,18,High
17120,33,Female,Single,85406.87,Full-time,West,No,0.8,1,2024-08-17,2024-08-15,Email,Premium,Employer-Sponsored,New Hire,0.93,2582,0.613,65007.07,574,4.7,437,28,Low
17331,41,Female,Married,84520.85,Full-time,South,No,8.1,1,2024-09-15,2024-08-22,Email,Standard,Third-Party,Yes,0.804,2424,0.628,65200.49,481,3.3,324,17,Medium
10228,61,Female,Single,54163.61,Contract,Midwest,No,3.2,0,,2024-11-22,Email,Basic,Employer-Sponsored,New Hire,0.129,2488,0.617,64921.46,595,4.4,469,18,High
17171,49,Male,Married,75247.82,Full-time,Northeast,Yes,10.5,1,2024-05-29,2024-05-16,SMS,Standard,Employer-Sponsored,No,0.879,2506,0.612,65008.32,455,3.1,151,38,Low
15970,32,Male,Divorced,50933.05,Full-time,South,No,6.7,0,2024-03-25,2024-03-16,Email,Unknown,Direct,No,,2424,0.628,65200.49,481,3.3,324,17,Medium
16829,34,Male,Single,63243.82,Part-time,Midwest,Yes,1.6,1,2024-12-06,2024-11-10,Email,Standard,Third-Party,Yes,0.755,2488,0.617,64921.46,595,4.4,469,18,High
18287,26,Male,Married,66528.59,Full-time,Northeast,Yes,0.4,1,2024-03-06,2024-03-08,Email,Standard,Third-Party,New Hire,0.897,2506,0.612,65008.32,455,3.1,151,38,Low
11138,31,Other,Married,89971.19,Contract,Midwest,No,0.3,0,,2024-02-02,Phone,Gold,Employer-Sponsored,New Hire,0.066,2488,0.617,64921.46,595,4.4,469,18,High
17128,38,Male,Married,61001.46,Full-time,West,Yes,1.5,1,2024-07-08,2024-06-16,Phone,Silver,Employer-Sponsored,New Hire,,2582,0.613,65007.07,574,4.7,437,28,Low
14377,36,Female,Single,65676.83,Full-time,Northeast,Yes,7.0,1,2024-04-12,2024-03-24,Email,Silver,Third-Party,New Hire,0.92,2506,0.612,65008.32,455,3.1,151,38,Low
10534,56,Female,Married,47282.06,Full-time,Northeast,No,2.5,0,2024-11-06,2024-10-31,Email,Unknown,Employer-Sponsored,No,0.242,2506,0.612,65008.32,455,3.1,151,38,Low
14579,53,Female,Divorced,82525.64,Part-time,Midwest,Yes,3.1,1,2024-09-25,2024-09-10,Email,Silver,Employer-Sponsored,New Hire,0.887,2488,0.617,64921.46,595,4.4,469,18,High
14504,28,Male,Widowed,58633.92,Full-time,West,Yes,6.1,0,2024-03-25,2024-03-04,SMS,Standard,Third-Party,New Hire,0.241,2582,0.613,65007.07,574,4.7,437,28,Low
16750,32,Female,Married,63013.3,Part-time,West,Yes,2.9,1,2024-12-04,2024-11-23,Phone,Standard,Employer-Sponsored,Yes,0.925,2582,0.613,65007.07,574,4.7,437,28,Low
12278,35,Female,Single,65488.1,Contract,West,Yes,8.0,1,2024-05-22,2024-05-20,Email,Standard,Direct,Yes,,2582,0.613,65007.07,574,4.7,437,28,Low
19000,34,Female,Married,56481.04,Full-time,Northeast,Yes,21.6,1,2024-06-27,2024-06-15,Email,Standard,Direct,Yes,0.84,2506,0.612,65008.32,455,3.1,151,38,Low
15549,27,Female,Single,51703.78,Part-time,Midwest,Yes,1.5,0,,2024-10-13,SMS,Unknown,Direct,No,0.119,2488,0.617,64921.46,595,4.4,469,18,High
19024,28,Male,Married,72507.33,Full-time,Northeast,Yes,2.1,1,2024-01-19,2024-01-07,Unknown,Standard,Direct,Yes,0.99,2506,0.612,65008.32,455,3.1,151,38,Low
10795,38,Female,Married,62096.22,Full-time,South,No,6.0,1,2024-09-13,2024-09-08,None,Silver,Unknown,New Hire,0.99,2424,0.628,65200.49,481,3.3,324,17,Medium
14779,59,Female,Married,61879.74,Full-time,South,Yes,2.1,1,2024-08-05,2024-07-09,SMS,Standard,Direct,New Hire,0.761,2424,0.628,65200.49,481,3.3,324,17,Medium
12335,42,Female,Married,67170.41,Full-time,Northeast,No,9.7,1,2024-06-30,2024-06-24,Phone,Silver,Direct,Yes,0.906,2506,0.612,65008.32,455,3.1,151,38,Low
10832,41,Male,Married,50692.92,Contract,Midwest,Yes,2.8,0,2024-07-15,2024-06-17,Email,Basic,Direct,No,0.072,2488,0.617,64921.46,595,4.4,469,18,High
14214,22,Male,Married,60316.34,Full-time,Midwest,Yes,8.7,1,2024-01-06,2023-12-15,SMS,Standard,Employer-Sponsored,Yes,0.762,2488,0.617,64921.46,595,4.4,469,18,High
15394,37,Female,Married,46007.46,Full-time,Northeast,Yes,2.4,1,2024-09-17,2024-09-15,Email,Basic,Direct,Yes,0.948,2506,0.612,65008.32,455,3.1,151,38,Low
16361,50,Female,Married,51344.11,Part-time,Northeast,Yes,6.0,0,2024-08-24,2024-07-30,None,Basic,Employer-Sponsored,Yes,0.144,2506,0.612,65008.32,455,3.1,151,38,Low
12645,27,Female,Single,45612.8,Full-time,West,Yes,1.2,0,2024-09-10,2024-08-20,Email,Basic,Direct,Yes,0.163,2582,0.613,65007.07,574,4.7,437,28,Low
15315,27,Male,Divorced,63196.88,Part-time,Northeast,Yes,7.5,0,2024-05-28,2024-05-21,SMS,Standard,Direct,Yes,0.16,2506,0.612,65008.32,455,3.1,151,38,Low
13602,51,Male,Single,77427.99,Full-time,Northeast,No,1.5,1,2024-04-23,2024-04-18,Email,Silver,Third-Party,No,0.887,2506,0.612,65008.32,455,3.1,151,38,Low
17875,24,Female,Single,26054.43,Contract,South,Yes,2.4,0,,2024-02-17,Unknown,Basic,Direct,No,0.246,2424,0.628,65200.49,481,3.3,324,17,Medium
16158,61,Male,Married,72501.26,Full-time,South,No,2.5,1,2024-10-20,2024-09-27,SMS,Silver,Direct,No,0.795,2424,0.628,65200.49,481,3.3,324,17,Medium
17571,31,Female,Single,83501.37,Full-time,West,Yes,0.2,1,2024-05-26,2024-05-21,Unknown,Standard,Unknown,New Hire,0.962,2582,0.613,65007.07,574,4.7,437,28,Low
12248,31,Female,Married,70986.34,Full-time,West,Yes,1.3,1,2024-06-12,2024-05-25,Unknown,Standard,Third-Party,Yes,0.89,2582,0.613,65007.07,574,4.7,437,28,Low
18207,26,Male,Single,74830.45,Full-time,West,Yes,3.1,1,2024-10-18,2024-09-19,Email,Silver,Third-Party,Yes,0.924,2582,0.613,65007.07,574,4.7,437,28,Low
13998,24,Other,Married,51883.92,Full-time,West,No,0.9,0,2024-06-17,2024-05-26,Email,Unknown,Employer-Sponsored,New Hire,0.14,2582,0.613,65007.07,574,4.7,437,28,Low
11111,53,Male,Single,47532.07,Full-time,Northeast,Yes,3.9,1,,2024-04-29,Phone,Basic,Employer-Sponsored,New Hire,0.964,2506,0.612,65008.32,455,3.1,151,38,Low
11635,48,Female,Married,68086.72,Full-time,West,No,2.1,1,2024-10-04,2024-09-25,None,Silver,Direct,New Hire,0.881,2582,0.613,65007.07,574,4.7,437,28,Low
17351,54,Male,Single,64780.69,Full-time,Northeast,Yes,0.8,1,2024-08-27,2024-07-30,Phone,Silver,Employer-Sponsored,New Hire,0.945,2506,0.612,65008.32,455,3.1,151,38,Low
11451,59,Female,Single,64038.86,Full-time,West,No,0.1,1,2024-06-08,2024-05-18,SMS,Standard,Direct,New Hire,0.901,2582,0.613,65007.07,574,4.7,437,28,Low
14250,60,Female,Single,61168.59,Full-time,West,Yes,1.9,1,2024-10-16,2024-09-23,Unknown,Standard,Third-Party,New Hire,0.933,2582,0.613,65007.07,574,4.7,437,28,Low
18456,25,Male,Single,57962.27,Full-time,Northeast,Yes,4.4,0,2024-03-26,2024-03-03,SMS,Silver,Direct,No,0.02,2506,0.612,65008.32,455,3.1,151,38,Low
19702,60,Male,Divorced,61201.35,Full-time,West,No,1.2,1,2024-12-21,2024-12-07,Email,Standard,Employer-Sponsored,New Hire,0.819,2582,0.613,65007.07,574,4.7,437,28,Low
10359,37,Female,Married,74653.36,Contract,South,Yes,2.7,1,2024-01-15,2023-12-21,Unknown,Silver,Employer-Sponsored,No,,2424,0.628,65200.49,481,3.3,324,17,Medium
19827,38,Female,Married,70647.77,Part-time,West,Yes,7.9,1,2024-01-22,2024-01-07,Email,Silver,Unknown,No,,2582,0.613,65007.07,574,4.7,437,28,Low
13397,61,Female,Married,39500.27,Full-time,Northeast,Yes,3.8,1,,2024-06-10,Email,Bronze,Direct,Yes,0.885,2506,0.612,65008.32,455,3.1,151,38,Low
10695,22,Male,Single,67848.66,Full-time,Northeast,No,0.1,0,2024-04-07,2024-03-16,Email,Standard,Employer-Sponsored,New Hire,0.04,2506,0.612,65008.32,455,3.1,151,38,Low
12540,48,Female,Single,87463.41,Full-time,Midwest,No,8.1,1,2024-07-24,2024-07-18,Email,Premium,Employer-Sponsored,No,0.99,2488,0.617,64921.46,595,4.4,469,18,High
10607,32,Male,Married,34261.52,Full-time,West,Yes,1.5,1,2024-12-01,2024-11-11,Email,Basic,Direct,New Hire,0.915,2582,0.613,65007.07,574,4.7,437,28,Low
12769,48,Male,Married,92419.67,Full-time,Northeast,Yes,1.7,1,2024-09-28,2024-08-30,Email,Gold,Employer-Sponsored,New Hire,0.9,2506,0.612,65008.32,455,3.1,151,38,Low
10414,24,Male,Married,84272.06,Full-time,West,Yes,11.9,1,2024-10-01,2024-09-19,SMS,Standard,Employer-Sponsored,No,0.873,2582,0.613,65007.07,574,4.7,437,28,Low
12702,47,Female,Divorced,59323.6,Part-time,South,Yes,0.1,0,2024-06-26,2024-06-06,Unknown,Silver,Direct,New Hire,0.279,2424,0.628,65200.49,481,3.3,324,17,Medium
13859,50,Female,Married,52297.44,Full-time,South,No,0.8,0,2024-11-23,2024-11-06,Email,Unknown,Employer-Sponsored,New Hire,0.181,2424,0.628,65200.49,481,3.3,324,17,Medium
19206,53,Female,Single,52493.59,Full-time,Northeast,Yes,3.9,1,2024-03-09,2024-02-24,Phone,Basic,Employer-Sponsored,New Hire,0.768,2506,0.612,65008.32,455,3.1,151,38,Low
16362,27,Other,Single,61827.63,Full-time,Northeast,Yes,2.8,1,2024-08-17,2024-07-21,Email,Silver,Direct,Yes,0.979,2506,0.612,65008.32,455,3.1,151,38,Low
12937,41,Female,Married,69568.06,Full-time,South,No,1.8,1,2024-06-29,2024-06-03,Email,Silver,Third-Party,Yes,,2424,0.628,65200.49,481,3.3,324,17,Medium
17669,50,Male,Divorced,65709.6,Full-time,Northeast,No,2.4,1,2024-05-14,2024-05-09,Email,Silver,Third-Party,Yes,0.742,2506,0.612,65008.32,455,3.1,151,38,Low
19743,22,Female,Single,59899.85,Full-time,Northeast,No,1.5,0,2024-09-20,2024-09-13,Phone,Standard,Employer-Sponsored,New Hire,0.236,2506,0.612,65008.32,455,3.1,151,38,Low
15139,60,Male,Single,94534.73,Contract,Northeast,Yes,0.1,1,2024-12-02,2024-11-03,Phone,Premium,Third-Party,New Hire,0.862,2506,0.612,65008.32,455,3.1,151,38,Low
11897,22,Male,Married,52108.31,Part-time,South,No,2.7,0,2024-08-28,2024-08-16,Email,Basic,Direct,No,0.01,2424,0.628,65200.49,481,3.3,324,17,Medium
17383,30,Female,Single,57034.51,Full-time,Midwest,No,1.2,0,2024-07-07,2024-06-24,None,Standard,Third-Party,No,0.059,2488,0.617,64921.46,595,4.4,469,18,High
16764,58,Female,Widowed,54123.77,Full-time,South,No,1.1,0,2024-12-09,2024-11-21,Phone,Bronze,Direct,Yes,0.128,2424,0.628,65200.49,481,3.3,324,17,Medium
18859,59,Female,Single,69909.28,Full-time,Northeast,Yes,0.1,1,2024-03-13,2024-03-08,Phone,Standard,Direct,New Hire,0.938,2506,0.612,65008.32,455,3.1,151,38,Low
18520,29,Female,Single,86105.87,Full-time,Northeast,Yes,1.6,1,2024-07-26,2024-07-24,Email,Premium,Employer-Sponsored,Yes,0.83,2506,0.612,65008.32,455,3.1,151,38,Low
15604,22,Female,Married,84406.52,Part-time,West,No,0.5,0,,2024-03-30,Phone,Standard,Unknown,New Hire,0.26,2582,0.613,65007.07,574,4.7,437,28,Low
16527,48,Male,Married,53787.16,Full-time,Midwest,No,7.7,0,2024-01-03,2023-12-27,Phone,Basic,Employer-Sponsored,No,0.248,2488,0.617,64921.46,595,4.4,469,18,High
10459,54,Male,Single,79640.16,Full-time,South,No,6.0,1,2024-06-15,2024-06-13,SMS,Standard,Employer-Sponsored,Yes,0.938,2424,0.628,65200.49,481,3.3,324,17,Medium
19659,57,Male,Single,56150.64,Full-time,Midwest,Yes,8.4,1,2024-04-10,2024-03-12,Email,Standard,Direct,New Hire,0.906,2488,0.617,64921.46,595,4.4,469,18,High
14000,40,Female,Married,101086.31,Full-time,West,Yes,0.5,1,2024-02-24,2024-02-15,SMS,Gold,Direct,New Hire,0.959,2582,0.613,65007.07,574,4.7,437,28,Low
13187,28,Male,Married,78708.82,Full-time,South,Yes,9.4,1,2024-01-23,2023-12-26,Phone,Standard,Direct,New Hire,0.839,2424,0.628,65200.49,481,3.3,324,17,Medium
13048,63,Female,Single,75022.32,Full-time,West,Yes,6.3,1,2024-03-06,2024-02-26,Email,Standard,Employer-Sponsored,Yes,0.754,2582,0.613,65007.07,574,4.7,437,28,Low
13287,33,Male,Single,71599.47,Full-time,West,Yes,8.7,1,2024-06-07,2024-05-18,Email,Standard,Employer-Sponsored,Yes,,2582,0.613,65007.07,574,4.7,437,28,Low
13699,51,Female,Single,63863.38,Full-time,West,Yes,5.3,1,2024-07-12,2024-07-03,Email,Silver,Third-Party,Yes,0.976,2582,0.613,65007.07,574,4.7,437,28,Low
18894,42,Male,Single,49670.83,Contract,Midwest,Yes,6.1,0,2024-05-23,2024-05-11,Email,Basic,Third-Party,No,0.216,2488,0.617,64921.46,595,4.4,469,18,High
16891,29,Male,Single,63766.71,Part-time,Northeast,Yes,10.9,0,2024-09-08,2024-08-19,Email,Silver,Direct,Yes,0.133,2506,0.612,65008.32,455,3.1,151,38,Low
13962,35,Female,Married,79731.77,Full-time,West,Yes,3.2,1,2024-04-24,2024-04-10,None,Standard,Direct,New Hire,0.832,2582,0.613,65007.07,574,4.7,437,28,Low
19884,32,Female,Single,63540.92,Full-time,Northeast,Yes,2.9,1,2024-12-01,2024-11-02,Phone,Silver,Direct,Yes,0.822,2506,0.612,65008.32,455,3.1,151,38,Low
12428,38,Male,Single,76035.23,Full-time,Midwest,No,3.8,1,2024-10-16,2024-09-30,Email,Standard,Employer-Sponsored,New Hire,0.891,2488,0.617,64921.46,595,4.4,469,18,High
12334,48,Other,Married,97780.58,Full-time,Northeast,No,1.6,1,2024-06-27,2024-06-09,Email,Premium,Direct,New Hire,0.795,2506,0.612,65008.32,455,3.1,151,38,Low
10609,57,Male,Divorced,81474.78,Contract,South,No,1.2,0,2024-05-21,2024-05-04,Email,Silver,Direct,New Hire,0.147,2424,0.628,65200.49,481,3.3,324,17,Medium
16861,25,Other,Married,86217.27,Full-time,West,Yes,7.1,1,2024-11-04,2024-10-17,Email,Premium,Third-Party,Yes,0.918,2582,0.613,65007.07,574,4.7,437,28,Low
16999,40,Female,Single,59190.79,Contract,South,No,6.5,0,2024-03-19,2024-02-26,Phone,Standard,Direct,No,0.069,2424,0.628,65200.49,481,3.3,324,17,Medium
16900,40,Female,Divorced,5484.33,Full-time,Midwest,No,6.6,0,2024-11-12,2024-10-22,Email,Basic,Employer-Sponsored,New Hire,0.212,2488,0.617,64921.46,595,4.4,469,18,High
16810,39,Male,Married,68362.56,Part-time,West,No,3.0,0,2024-11-20,2024-11-10,Phone,Silver,Third-Party,No,0.245,2582,0.613,65007.07,574,4.7,437,28,Low
19345,30,Female,Married,67069.83,Full-time,Northeast,No,0.1,0,2024-10-08,2024-09-12,Email,Silver,Direct,New Hire,0.125,2506,0.612,65008.32,455,3.1,151,38,Low
19386,44,Male,Married,70074.49,Part-time,Northeast,No,3.5,0,2024-06-11,2024-05-26,Phone,Silver,Employer-Sponsored,No,0.304,2506,0.612,65008.32,455,3.1,151,38,Low
12262,46,Female,Married,55084.92,Full-time,Midwest,Yes,0.2,1,,2024-09-18,SMS,Standard,Third-Party,New Hire,0.837,2488,0.617,64921.46,595,4.4,469,18,High
18628,24,Female,Married,59529.75,Part-time,Midwest,Yes,1.5,0,2024-01-07,2023-12-10,None,Silver,Employer-Sponsored,No,0.248,2488,0.617,64921.46,595,4.4,469,18,High
16917,39,Female,Married,43541.6,Part-time,Northeast,Yes,0.5,0,2024-10-30,2024-10-04,SMS,Basic,Direct,New Hire,0.095,2506,0.612,65008.32,455,3.1,151,38,Low
17163,59,Male,Married,87203.45,Contract,South,Yes,0.8,1,2024-04-22,2024-04-11,Phone,Gold,Unknown,New Hire,0.949,2424,0.628,65200.49,481,3.3,324,17,Medium
