qemployee_id,age,gender,marital_status,salary,employment_type,region,has_dependents,tenure_years,enrolled,application_date,last_contact_date,last_contact_channel,plan_tier_requested,broker_channel,prior_year_enrolled,legacy_propensity_score,outreach_notes
12250,23,Male,Single,67384.67,Full-time,South,Yes,1.1,1,2024-11-15,2024-11-10,email,Silver,Direct,1,0.904,No response to first outreach
11612,24,Male,Single,81572.27,Full-time,West,No,5.0,0,2024-02-15,2024-02-02,,standard,Direct,0,0.034,Requested more time
14843,51,Male,Married,57565.83,Full-time,Northeast,Yes,15.6,1,22-Aug-2024,2024-08-17,email,STANDARD,Direct,1,0.969,
15174,64,Female,Married,51473.97,Full-time,Northeast,Yes,1.0,1,09/03/2024,2024-03-08,none,basic,Direct,0,0.86,Requested more time
12719,25,Female,Married,68220.61,Part-time,Midwest,Yes,5.8,0,,2024-02-16,None,silver plan,Third-Party,-1,,Requested more time
16847,25,Male,Married,44961.93,Contract,West,Yes,1.9,0,10/09/2024,2024-08-27,Email,basic,Employer-Sponsored,0,,Declined - cost concern
11032,44,Male,Married,65664.88,Full-time,South,No,7.1,1,09-Nov-2024,2024-11-06,None,silver plan,Third-Party,1,0.921,Attended benefits webinar
13334,53,Female,Married,69877.39,Full-time,Northeast,Yes,0.4,1,2024-04-01,2024-03-23,e-mail,Silver,Third-Party,-1,0.913,Follow-up scheduled
18338,48,Female,Single,52381.87,Full-time,Midwest,No,0.6,0,2024-08-12,2024-07-28,Call,Bronze,,-1,0.183,Spouse covered elsewhere
17559,37,Female,Divorced,75270.07,Full-time,South,Yes,2.4,1,12/03/2024,2024-02-18,none,Silver,,-1,0.919,No response to first outreach
15744,36,Female,Single,72289.28,Full-time,Northeast,Yes,7.0,1,2024-01-11,2024-01-03,Email,Standard,Employer-Sponsored,-1,0.901,Declined - cost concern
18364,30,Female,Married,41738.9,Full-time,Midwest,No,4.5,0,2024-02-04,2024-01-20,e-mail,basic,Direct,-1,0.061,Requested more time
13922,46,Female,Married,58340.43,Full-time,South,Yes,4.1,1,2024-03-07,2024-02-18,Email,standard,Direct,1,0.819,Follow-up scheduled
18465,33,Female,Single,59485.07,Full-time,West,No,0.8,0,29/05/2024,2024-05-13,EMAIL,silver plan,Employer-Sponsored,-1,0.213,No response to first outreach
18031,28,Female,Single,57233.35,Full-time,Midwest,No,1.6,0,22/12/2024,2024-12-14,N/A,Standard,Direct,0,0.272,Declined - cost concern
11151,45,Female,Married,73549.83,Full-time,Midwest,No,14.9,1,2024-08-11,2024-08-08,phone,STANDARD,Employer-Sponsored,0,0.804,
19544,27,Female,Single,50600.08,Full-time,West,No,0.3,0,26/02/2024,2024-02-13,EMAIL,Basic,Employer-Sponsored,-1,0.041,Attended benefits webinar
13993,43,Female,Single,59421.5,Full-time,West,Yes,2.6,1,2024-02-03,2024-01-07,e-mail,silver plan,Direct,0,0.815,
10004,64,Female,Married,53877.83,Full-time,Northeast,No,3.3,0,2024-07-31,2024-07-22,SMS,BASIC,Employer-Sponsored,0,0.189,Follow-up scheduled
15881,40,Female,Divorced,56190.35,Full-time,West,No,16.2,0,13-Jul-2024,2024-07-07,None,standard,Direct,0,0.293,Declined - cost concern
18946,47,Female,Single,66246.79,Full-time,Midwest,No,1.1,1,2024-04-01,2024-03-20,EMAIL,STANDARD,Third-Party,1,0.909,
16720,22,Male,Widowed,42041.65,Full-time,South,Yes,4.5,0,04/09/2024,2024-08-22,phone,,Direct,0,0.118,Declined - cost concern
15588,36,Male,Single,75660.45,Full-time,Northeast,No,11.1,1,2024-04-30,2024-04-17,Text,STANDARD,Employer-Sponsored,1,0.98,Requested more time
19286,40,Male,Married,51842.38,Full-time,Midwest,Yes,3.8,1,,2024-05-28,sms,basic,Third-Party,1,0.855,Spouse covered elsewhere
13640,36,Female,Single,41409.76,Full-time,South,No,0.8,0,2024-08-24,2024-08-09,EMAIL,basic,Direct,-1,0.079,Attended benefits webinar
14106,31,Male,Divorced,45211.67,Part-time,Midwest,No,9.9,0,2024-10-09,2024-10-08,Call,Bronze,Direct,1,0.142,Requested more time
19932,25,Male,Married,75284.05,Full-time,South,Yes,4.2,1,2024-08-06,2024-07-10,phone,Standard,Direct,1,0.932,
11885,50,Female,Single,80738.6,Full-time,South,No,3.6,1,,2024-03-09,Email,STANDARD,Direct,0,0.868,Requested more time
11003,54,Female,Single,75603.0,Full-time,Midwest,Yes,2.1,1,25-Oct-2024,2024-10-10,EMAIL,standard,Third-Party,-1,0.865,No response to first outreach
10633,49,Female,Single,59517.31,Full-time,South,No,3.0,0,2024-03-05,2024-02-25,Phone,STANDARD,Third-Party,0,0.09,Declined - cost concern
16498,38,Female,Single,82022.36,Part-time,South,Yes,0.9,1,2024-04-12,2024-04-11,PHONE,STANDARD,Employer-Sponsored,-1,0.768,
17121,39,Female,Married,48469.6,Contract,South,No,0.6,0,2024-12-22,2024-12-12,e-mail,Bronze,Direct,-1,0.208,Declined - cost concern
12014,34,Male,Married,68826.91,Full-time,South,Yes,14.0,1,2024-12-17,2024-11-22,PHONE,Silver,Employer-Sponsored,0,0.868,Requested more time
17751,57,Male,Widowed,76437.0,Contract,Midwest,Yes,6.8,1,2024-08-04,2024-08-03,SMS,STANDARD,Employer-Sponsored,1,,
13228,58,Male,Married,74836.78,Part-time,Northeast,No,2.5,0,2024-05-10,2024-05-04,PHONE,Standard,Direct,0,0.01,No response to first outreach
14876,22,Female,Single,74358.31,Contract,South,Yes,0.1,0,2024-11-30,2024-11-27,Call,Standard,Third-Party,-1,0.27,Declined - cost concern
13657,47,Male,Single,64394.2,Full-time,Northeast,Yes,7.0,1,,2024-09-12,,Standard,,1,0.778,
10423,26,Female,Divorced,69553.15,Full-time,Midwest,Yes,0.2,1,10/08/2024,2024-07-17,EMAIL,Standard,Third-Party,-1,0.748,No response to first outreach
18843,63,Female,Single,36052.39,Full-time,Northeast,Yes,1.0,1,,2024-11-23,none,BASIC,Employer-Sponsored,1,,No response to first outreach
15637,40,Female,Single,58869.65,Full-time,Northeast,Yes,4.9,1,23-Mar-2024,2024-02-29,PHONE,standard,Direct,1,0.816,No response to first outreach
19049,37,Female,Single,69535.02,Full-time,West,Yes,2.7,1,2024-03-04,2024-03-02,email,STANDARD,Employer-Sponsored,-1,0.787,Declined - cost concern
14151,61,Male,Single,50645.95,Full-time,South,Yes,1.6,1,2024-09-21,2024-09-04,Phone,basic,Employer-Sponsored,1,0.875,Attended benefits webinar
13749,60,Female,Married,71891.92,Contract,Midwest,Yes,6.0,1,11-May-2024,2024-04-15,EMAIL,Silver,Employer-Sponsored,-1,0.712,
12003,42,Female,Single,63196.88,Full-time,South,No,0.9,1,19-Feb-2024,2024-02-13,e-mail,STANDARD,Direct,-1,0.974,No response to first outreach
11333,28,Female,Single,58138.1,Full-time,West,Yes,4.2,0,12/11/2024,2024-11-05,EMAIL,STANDARD,Employer-Sponsored,-1,0.191,Spouse covered elsewhere
15737,60,Male,Single,47525.67,Full-time,Northeast,Yes,6.9,1,06-May-2024,2024-04-17,Call,Basic,Employer-Sponsored,0,0.95,Requested more time
12886,32,Female,Widowed,98441.97,Full-time,West,Yes,0.8,1,2024-02-21,2024-02-02,e-mail,Premium,Direct,-1,0.99,Attended benefits webinar
11351,56,Male,Married,78238.86,Full-time,South,No,2.7,1,2024-06-14,2024-05-29,Call,STANDARD,Direct,0,0.837,Follow-up scheduled
18732,54,Female,Married,45847.21,Full-time,South,Yes,5.8,1,2024-12-20,2024-11-29,,basic,Direct,-1,0.984,Declined - cost concern
18495,44,Female,Divorced,87391.33,Full-time,Northeast,Yes,6.4,1,13/04/2024,2024-04-12,e-mail,Gold Plan,Direct,0,0.785,Follow-up scheduled
17100,60,Male,Married,93625.05,Part-time,Midwest,Yes,1.9,1,2024-02-22,2024-02-06,,premium plan,Third-Party,1,0.937,Declined - cost concern
15263,29,Female,Single,63306.2,Contract,Northeast,No,11.6,0,2024-04-27,2024-04-19,Text,STANDARD,Direct,0,0.207,Requested more time
14064,56,Female,Married,77793.78,Full-time,South,Yes,0.0,1,2024-04-03,2024-03-28,Email,Silver,Direct,-1,0.922,Requested more time
14161,24,Male,Single,77105.83,Full-time,Northeast,Yes,2.9,1,16/11/2024,2024-10-18,e-mail,STANDARD,Direct,-1,0.842,No response to first outreach
11445,39,Female,Widowed,50983.39,Full-time,West,No,3.8,0,2024-06-26,2024-06-07,Call,Basic,Employer-Sponsored,0,0.218,Declined - cost concern
18215,42,Female,Single,71270.31,Full-time,South,No,6.8,1,2024-04-18,2024-03-22,e-mail,standard,Employer-Sponsored,1,,Follow-up scheduled
12745,55,Male,Widowed,69070.01,Full-time,South,Yes,8.1,1,2024-04-20,2024-04-01,e-mail,standard,Third-Party,-1,,Attended benefits webinar
12960,61,Female,Married,44894.73,Full-time,Northeast,Yes,8.5,1,2024-02-09,2024-01-28,Call,Bronze,Third-Party,1,0.847,Requested more time
15596,59,Male,Married,61475.79,Full-time,South,No,0.0,1,2024-05-12,2024-05-06,EMAIL,STANDARD,Third-Party,-1,0.99,Attended benefits webinar
12912,56,Male,Divorced,73568.39,Full-time,Midwest,Yes,4.2,1,17/04/2024,2024-03-21,Phone,Silver,Direct,1,0.988,Declined - cost concern
16269,28,Female,Single,72400.09,Full-time,Northeast,Yes,0.2,1,2024-11-18,2024-11-08,Email,standard,Third-Party,-1,0.924,Requested more time
18354,39,Male,Single,87078.61,Full-time,South,No,1.1,1,2024-10-25,2024-10-13,N/A,Gold Plan,Employer-Sponsored,1,0.973,Follow-up scheduled
10218,57,Male,Divorced,67771.6,Full-time,Midwest,Yes,2.2,1,2024-06-26,2024-06-16,e-mail,STANDARD,Direct,1,0.935,Declined - cost concern
17382,40,Female,Married,75688.81,Full-time,Midwest,No,7.3,1,2024-03-27,2024-03-20,e-mail,STANDARD,Third-Party,1,0.899,Spouse covered elsewhere
19341,41,Male,Single,71462.38,Full-time,West,No,2.2,1,2024-02-21,2024-01-25,e-mail,Silver,Third-Party,0,0.88,No response to first outreach
14697,58,Female,Married,64722.15,Full-time,Midwest,Yes,2.2,1,2024-03-22,2024-03-11,e-mail,silver plan,Third-Party,-1,0.73,Requested more time
11312,40,Female,Single,51020.0,Full-time,West,No,4.4,0,29/01/2024,2024-01-04,Email,basic,Direct,-1,0.044,Attended benefits webinar
18884,59,Male,Single,85869.38,Part-time,Northeast,Yes,4.3,1,2024-07-15,2024-06-28,Phone,Gold Plan,Direct,-1,0.946,Follow-up scheduled
13369,29,Male,Widowed,45962.01,Part-time,Northeast,No,1.7,0,2024-08-25,2024-08-23,Email,,Direct,0,0.271,Attended benefits webinar
10651,56,Male,Single,51517.13,Full-time,Northeast,Yes,5.9,1,2024-06-21,2024-06-16,Phone,BASIC,,-1,0.891,Requested more time
12489,32,Female,Divorced,65259.3,Contract,West,No,4.7,0,2024-07-18,2024-07-07,PHONE,Standard,Third-Party,-1,0.09,No response to first outreach
19046,42,Male,Single,63111.61,Full-time,West,No,1.1,1,2024-08-10,2024-07-22,Email,Silver,Employer-Sponsored,0,0.931,Follow-up scheduled
18659,25,Male,Single,61441.8,Full-time,South,No,17.7,0,,2024-11-11,N/A,Silver,Employer-Sponsored,0,0.198,Declined - cost concern
11582,28,Female,Married,60466.51,Full-time,South,Yes,6.6,1,30/08/2024,2024-08-25,Call,STANDARD,,-1,0.916,Follow-up scheduled
17740,28,Female,Single,78132.89,Full-time,Northeast,Yes,3.2,1,2024-08-29,2024-08-08,Email,silver plan,Employer-Sponsored,1,,No response to first outreach
17274,34,Male,Married,68900.01,Full-time,West,Yes,1.1,1,2024-02-07,2024-01-11,email,Standard,Third-Party,1,0.734,Requested more time
16459,54,Other,Married,41734.04,Full-time,West,Yes,5.1,1,2024-01-01,2023-12-27,email,BASIC,Employer-Sponsored,1,0.99,Attended benefits webinar
14438,34,Male,Married,63475.96,Full-time,South,Yes,2.6,1,,2024-05-27,email,Standard,Third-Party,-1,0.872,Follow-up scheduled
12899,60,Male,Married,72528.02,Full-time,West,No,3.5,1,2024-02-28,2024-01-31,email,Silver,Direct,1,0.74,
10360,35,Male,Married,62274.76,Part-time,South,Yes,0.7,1,2024-04-21,2024-04-09,e-mail,STANDARD,Employer-Sponsored,-1,0.791,Follow-up scheduled
18613,31,Female,Married,69988.48,Contract,South,Yes,2.3,1,2024-03-16,2024-03-15,N/A,standard,Employer-Sponsored,1,0.946,No response to first outreach
11961,36,Male,Married,52088.12,Full-time,Northeast,Yes,4.7,1,2024-12-17,2024-12-14,EMAIL,,Direct,1,0.885,Requested more time
17118,63,Female,Divorced,64330.56,Part-time,Northeast,No,2.3,0,2024-04-11,2024-03-29,N/A,silver plan,,1,0.205,Follow-up scheduled
15818,36,Female,Married,63900.68,Full-time,Midwest,No,2.1,1,2024-10-08,2024-10-06,none,silver plan,Employer-Sponsored,1,0.7,Requested more time
15827,31,Male,Single,82154.43,Contract,South,Yes,2.3,1,07/08/2024,2024-07-13,Email,Standard,Employer-Sponsored,0,0.842,No response to first outreach
12205,30,Male,Widowed,69198.44,Contract,Northeast,No,0.1,0,2024-11-08,2024-10-27,PHONE,silver plan,Third-Party,-1,,Spouse covered elsewhere
16126,45,Male,Married,73231.04,Part-time,West,Yes,1.2,1,,2024-07-19,Text,STANDARD,,1,0.99,Follow-up scheduled
10420,50,Female,Single,60100.5,Full-time,South,No,3.3,1,2024-05-20,2024-04-23,Text,silver plan,Direct,0,0.8,Spouse covered elsewhere
10181,60,Female,Married,55375.93,Full-time,South,Yes,0.4,1,2024-07-10,2024-06-13,email,Standard,Direct,-1,0.938,Requested more time
19270,25,Male,Married,62767.39,Full-time,South,Yes,8.0,1,2024-12-18,2024-12-07,PHONE,standard,Third-Party,1,0.88,Attended benefits webinar
13997,35,Male,Single,63707.34,Full-time,Northeast,Yes,1.0,1,2024-10-12,2024-09-15,Text,Silver,Third-Party,1,0.909,Requested more time
19817,31,Female,Married,59198.55,Full-time,Northeast,No,9.3,0,2024-02-11,2024-01-26,EMAIL,Standard,Employer-Sponsored,1,,Attended benefits webinar
18722,28,Female,Married,74578.24,Part-time,Midwest,No,1.1,0,2024-08-31,2024-08-22,Text,Standard,Employer-Sponsored,1,0.123,Follow-up scheduled
10978,27,Female,Married,67732.41,Full-time,West,No,0.3,0,2024-06-19,2024-05-30,,standard,Direct,-1,0.345,Spouse covered elsewhere
10787,35,Male,Single,81742.12,Full-time,Northeast,Yes,18.0,1,2024-07-29,2024-07-09,Email,Silver,Direct,1,0.796,Declined - cost concern
11958,28,Female,Single,96033.96,Contract,Northeast,Yes,0.4,0,,2024-07-09,email,PREMIUM,Direct,-1,0.01,Attended benefits webinar
10371,43,Female,Single,88780.45,Full-time,Midwest,Yes,5.6,1,2024-12-08,2024-11-13,e-mail,Gold Plan,Direct,1,0.806,
18482,50,Female,Single,59369.28,Contract,South,Yes,8.6,0,2024-09-27,2024-09-09,Phone,standard,Third-Party,-1,0.068,Follow-up scheduled
19364,60,Male,Married,75046.11,Full-time,South,No,9.2,1,2024-11-19,2024-11-10,N/A,Silver,Direct,-1,0.948,Follow-up scheduled
18581,50,Female,Single,41880.56,Full-time,West,Yes,5.9,1,2024-06-27,2024-06-16,none,BASIC,Third-Party,1,,Follow-up scheduled
11183,39,Male,Married,79678.83,Full-time,West,Yes,1.7,1,,2024-02-08,EMAIL,Silver,Employer-Sponsored,0,0.923,Requested more time
13346,62,Female,Divorced,54296.23,Part-time,Midwest,Yes,8.8,0,07/12/2024,2024-12-06,e-mail,Basic,Employer-Sponsored,-1,0.163,Follow-up scheduled
13674,59,Female,Widowed,51135.19,Full-time,Midwest,Yes,10.6,1,17/01/2024,2024-01-07,Phone,Bronze,Third-Party,1,0.984,
16174,38,Female,Married,71171.79,Contract,West,Yes,6.2,1,2024-03-17,2024-03-06,sms,Standard,Third-Party,1,0.929,Attended benefits webinar
19496,52,Male,Married,92866.43,Full-time,South,Yes,4.7,1,2024-05-19,2024-04-28,EMAIL,premium plan,Direct,-1,0.833,Follow-up scheduled
19213,31,Female,Single,88411.92,Contract,Midwest,Yes,3.2,1,2024-09-29,2024-09-25,EMAIL,gold,Direct,1,0.897,Spouse covered elsewhere
12186,43,Female,Widowed,65644.77,Full-time,West,Yes,0.9,1,2024-12-21,2024-11-28,PHONE,silver plan,Employer-Sponsored,-1,0.796,Attended benefits webinar
18807,44,Female,Single,81584.71,Full-time,West,Yes,4.8,1,2024-05-29,2024-05-26,Phone,Silver,Employer-Sponsored,1,0.892,Declined - cost concern
15531,44,Female,Single,65151.57,Part-time,Northeast,No,0.2,0,2024-11-14,2024-11-06,email,STANDARD,Direct,-1,0.228,Declined - cost concern
18390,56,Female,Single,65658.1,Full-time,Midwest,No,1.1,1,2024-01-16,2024-01-07,e-mail,standard,Direct,1,0.824,
16364,22,Male,Married,58072.6,Full-time,West,Yes,2.2,0,,2024-03-18,Text,silver plan,Employer-Sponsored,0,0.208,Declined - cost concern
11071,30,Female,Married,68311.57,Part-time,Midwest,Yes,3.5,0,2024-06-27,2024-06-08,Phone,standard,Direct,-1,,
16488,61,Female,Married,43956.27,Part-time,West,No,5.9,0,2024-07-16,2024-06-24,Email,Basic,,-1,0.176,
11556,36,Male,Divorced,44138.29,Part-time,Midwest,No,3.5,0,01-Dec-2024,2024-11-07,N/A,,,-1,0.111,Declined - cost concern
16890,62,Male,Married,70680.53,Full-time,Northeast,No,1.3,1,2024-05-09,2024-04-13,none,Silver,Third-Party,1,0.966,No response to first outreach
16061,28,Male,Single,87052.65,Full-time,Midwest,Yes,0.7,1,2024-11-01,2024-10-05,SMS,premium plan,Direct,-1,0.851,No response to first outreach
13323,38,Male,Single,65919.17,Full-time,Midwest,Yes,1.9,1,07-Dec-2024,2024-11-23,Phone,silver plan,Direct,0,0.959,Spouse covered elsewhere
12977,23,Female,Widowed,74402.1,Full-time,West,Yes,4.4,1,2024-09-21,2024-08-28,N/A,standard,Employer-Sponsored,-1,0.956,No response to first outreach
14641,37,Male,Widowed,80317.41,Full-time,West,No,13.3,1,2024-12-04,2024-11-16,Text,silver plan,Direct,1,0.836,
15220,56,Female,Married,65918.76,Full-time,Northeast,Yes,1.9,1,2024-12-08,2024-11-16,email,Silver,Employer-Sponsored,1,0.948,No response to first outreach
12770,62,Male,Married,59653.3,Full-time,Northeast,No,2.0,0,2024-10-09,2024-09-11,Email,standard,Third-Party,0,,Spouse covered elsewhere
19865,29,Male,Married,52695.37,Full-time,South,Yes,12.9,0,17/07/2024,2024-07-01,phone,,Third-Party,-1,0.233,Requested more time
10503,53,Female,Single,30577.06,Full-time,West,No,6.2,0,2024-02-17,2024-02-04,Email,Basic,Third-Party,0,,No response to first outreach
10757,37,Male,Married,48584.73,Full-time,Northeast,No,0.6,0,2024-11-06,2024-10-29,Text,Basic,Direct,-1,0.142,Spouse covered elsewhere
16988,36,Male,Single,72603.15,Full-time,South,Yes,1.6,1,2024-04-15,2024-04-11,Phone,silver plan,Third-Party,-1,0.87,Follow-up scheduled
16023,25,Male,Married,63878.94,Contract,Northeast,No,1.4,0,2024-12-13,2024-11-29,phone,silver plan,Third-Party,0,0.316,Declined - cost concern
17303,31,Male,Married,59884.5,Contract,Northeast,Yes,7.9,0,06/05/2024,2024-04-17,phone,Standard,Third-Party,-1,0.01,No response to first outreach
12928,55,Male,Divorced,85415.68,Part-time,West,Yes,2.4,1,2024-03-29,2024-03-06,EMAIL,gold,Direct,1,0.74,No response to first outreach
12243,56,Male,Married,64600.82,Full-time,Northeast,No,0.4,1,2024-12-05,2024-11-27,,standard,Direct,-1,0.893,
18018,44,Female,Divorced,67065.97,Full-time,Midwest,Yes,0.9,1,03/10/2024,2024-09-11,,standard,Direct,-1,0.925,Declined - cost concern
10532,37,Female,Single,33259.38,Full-time,Northeast,Yes,3.8,1,,2024-06-19,sms,basic,Employer-Sponsored,1,0.754,Declined - cost concern
12087,38,Male,Single,65372.38,Part-time,South,No,2.2,0,2024-07-05,2024-06-11,email,STANDARD,Direct,0,0.032,Attended benefits webinar
13304,59,Female,Married,68508.75,Full-time,Midwest,Yes,2.0,1,,2024-05-15,EMAIL,STANDARD,Direct,1,0.936,Requested more time
19245,24,Male,Married,42819.87,Full-time,Midwest,Yes,2.5,0,2024-05-09,2024-05-03,Phone,Bronze,Direct,0,0.284,Follow-up scheduled
16723,59,Female,Married,80986.67,Contract,South,Yes,1.5,1,12/05/2024,2024-04-15,Email,silver plan,Direct,1,0.979,
17848,44,Male,Married,78919.22,Full-time,West,No,18.3,1,2024-01-19,2024-01-02,EMAIL,Silver,Direct,-1,0.929,Follow-up scheduled
10510,44,Male,Married,57522.9,Full-time,Northeast,No,2.8,0,2024-11-03,2024-10-30,sms,STANDARD,Direct,-1,0.079,No response to first outreach
17210,52,Female,Single,72274.16,Full-time,South,No,0.6,1,2024-11-05,2024-10-16,SMS,Standard,Direct,-1,0.808,No response to first outreach
14897,62,Male,Divorced,78827.76,Full-time,Northeast,Yes,0.6,1,2024-03-04,2024-02-10,SMS,silver plan,Third-Party,-1,0.918,Spouse covered elsewhere
18356,23,Female,Married,44311.28,Full-time,West,Yes,7.8,0,29/08/2024,2024-08-01,none,Basic,Direct,0,0.052,Declined - cost concern
16490,38,Female,Divorced,52068.45,Full-time,Northeast,No,2.7,0,2024-08-24,2024-08-08,Call,BASIC,Direct,0,0.043,Requested more time
11060,44,Female,Married,81495.29,Full-time,Midwest,Yes,8.2,1,2024-10-19,2024-10-02,SMS,Standard,,1,0.947,
13398,38,Female,Single,50821.41,Full-time,Northeast,Yes,0.3,1,2024-04-01,2024-03-14,email,BASIC,Third-Party,-1,0.98,Spouse covered elsewhere
15471,41,Male,Divorced,81716.59,Full-time,Midwest,Yes,4.8,1,2024-01-21,2024-01-09,sms,silver plan,Direct,-1,0.858,No response to first outreach
10963,35,Male,Married,55089.0,Full-time,South,No,5.7,0,2024-09-07,2024-08-27,e-mail,Silver,Third-Party,0,0.018,Spouse covered elsewhere
16850,58,Other,Married,65859.35,Full-time,Northeast,No,1.2,1,2024-08-11,2024-07-19,e-mail,Standard,,1,0.887,No response to first outreach
18579,44,Female,Single,79460.61,Contract,Midwest,Yes,0.3,1,2024-02-22,2024-02-18,Call,STANDARD,Third-Party,-1,0.852,Requested more time
15938,60,Male,Divorced,61954.66,Part-time,Northeast,No,6.4,0,2024-12-04,2024-11-30,,standard,,1,0.28,
12065,45,Female,Single,56225.36,Part-time,South,No,0.5,0,2024-04-26,2024-04-16,N/A,silver plan,Third-Party,-1,0.234,Follow-up scheduled
15692,50,Male,Married,59493.19,Full-time,West,Yes,0.3,1,2024-11-23,2024-11-21,EMAIL,silver plan,Third-Party,-1,0.851,Follow-up scheduled
10626,37,Female,Single,38733.97,Contract,Northeast,Yes,1.6,0,07-Jun-2024,2024-05-22,sms,BASIC,Direct,0,0.177,No response to first outreach
17148,43,Male,Single,52704.17,Full-time,West,Yes,2.1,1,25/02/2024,2024-01-27,e-mail,Bronze,Third-Party,1,0.886,Declined - cost concern
17053,46,Male,Single,50316.36,Full-time,South,Yes,1.0,1,,2024-04-24,EMAIL,Basic,Third-Party,1,0.835,Follow-up scheduled
14380,23,Female,Married,62116.09,Full-time,Northeast,No,1.8,0,04/03/2024,2024-02-11,Email,standard,Employer-Sponsored,-1,0.167,
16709,35,Male,Single,72464.33,Full-time,West,Yes,14.9,1,2024-09-17,2024-09-16,e-mail,standard,Third-Party,1,0.914,Spouse covered elsewhere
11565,25,Male,Single,37509.36,Contract,Midwest,Yes,1.6,0,2024-07-26,2024-07-12,SMS,,Direct,0,0.318,Spouse covered elsewhere
14576,46,Male,Married,56482.57,Full-time,Midwest,Yes,1.1,1,2024-01-10,2024-01-09,Email,standard,Employer-Sponsored,-1,0.721,Spouse covered elsewhere
19464,29,Female,Married,70440.34,Full-time,Northeast,Yes,1.1,1,,2023-12-29,email,Silver,Direct,0,0.88,Follow-up scheduled
18971,64,Female,Widowed,75560.48,Part-time,Northeast,Yes,1.8,1,2024-01-15,2023-12-31,Email,silver plan,Third-Party,1,0.794,Follow-up scheduled
11116,53,Female,Single,64119.63,Full-time,South,Yes,1.9,1,2024-09-02,2024-08-13,email,standard,Third-Party,1,0.879,Requested more time
10622,32,Male,Single,68903.13,Part-time,Midwest,No,27.2,0,2024-05-16,2024-05-01,email,Standard,Employer-Sponsored,-1,0.013,Requested more time
18342,40,Female,Married,50829.96,Full-time,Midwest,Yes,5.0,1,2024-08-08,2024-07-28,PHONE,,Third-Party,-1,0.906,Declined - cost concern
16085,24,Female,Single,69490.53,Full-time,West,Yes,3.8,1,2024-01-04,2023-12-22,e-mail,Silver,Third-Party,-1,0.798,Follow-up scheduled
12270,36,Male,Divorced,54690.16,Full-time,Northeast,No,4.7,0,,2024-06-27,SMS,BASIC,,0,0.133,Spouse covered elsewhere
16441,52,Female,Single,74039.76,Full-time,Northeast,No,0.2,1,2024-03-05,2024-02-08,Phone,Silver,Direct,-1,0.855,Requested more time
13753,43,Female,Single,73161.61,Full-time,Midwest,No,10.4,1,20-Jun-2024,2024-05-23,Email,Silver,Direct,-1,0.802,Attended benefits webinar
10713,51,Female,Married,55229.59,Full-time,West,Yes,0.3,1,2024-03-06,2024-02-06,e-mail,Silver,Direct,-1,0.756,Requested more time
13071,62,Male,Married,61294.17,Full-time,Midwest,No,6.8,1,2024-01-08,2023-12-23,Email,STANDARD,Employer-Sponsored,-1,0.892,Follow-up scheduled
10327,46,Male,Divorced,93068.73,Part-time,West,Yes,0.8,1,05/10/2024,2024-09-10,,gold,Employer-Sponsored,-1,0.834,Declined - cost concern
12789,33,Female,Divorced,61497.94,Full-time,South,Yes,2.1,1,09-Mar-2024,2024-02-18,,standard,Direct,1,0.821,Attended benefits webinar
14547,37,Female,Married,79349.38,Full-time,South,Yes,1.6,1,2024-10-21,2024-09-25,EMAIL,STANDARD,Direct,1,0.99,
13274,58,Male,Married,63129.63,Full-time,West,No,2.7,1,2024-05-12,2024-05-11,email,Silver,,1,0.882,Requested more time
13650,32,Male,Married,73535.63,Full-time,South,No,4.4,1,2024-07-20,2024-07-05,Phone,STANDARD,Employer-Sponsored,1,0.807,Attended benefits webinar
17682,32,Male,Married,60799.17,Full-time,Midwest,Yes,26.5,1,2024-12-07,2024-11-10,sms,STANDARD,Third-Party,1,0.87,
17923,59,Female,Married,58496.84,Full-time,Northeast,No,0.8,0,2024-10-06,2024-10-02,EMAIL,STANDARD,,-1,,Declined - cost concern
16813,43,Female,Married,72078.37,Full-time,West,Yes,0.6,1,03/02/2024,2024-01-19,SMS,Silver,Third-Party,-1,0.921,
19226,62,Female,Single,62889.58,Full-time,West,Yes,0.7,1,2024-10-12,2024-10-02,e-mail,STANDARD,Employer-Sponsored,-1,0.893,No response to first outreach
18180,32,Female,Married,43822.48,Part-time,South,Yes,6.2,0,20-Jan-2024,2024-01-03,EMAIL,,Third-Party,0,0.012,Requested more time
18328,39,Female,Married,75521.43,Full-time,South,No,1.4,1,2024-10-01,2024-09-21,none,Silver,Direct,1,,Follow-up scheduled
11811,58,Female,Married,73985.5,Full-time,West,No,0.3,1,30-Mar-2024,2024-03-18,PHONE,silver plan,Third-Party,-1,0.754,Follow-up scheduled
12821,53,Other,Single,61262.63,Full-time,Northeast,Yes,0.6,1,2024-09-05,2024-08-16,PHONE,STANDARD,Direct,-1,0.947,Attended benefits webinar
19318,54,Other,Single,59229.46,Full-time,Midwest,No,0.4,0,2024-06-29,2024-06-11,phone,Standard,Third-Party,-1,0.135,Attended benefits webinar
15068,36,Female,Married,71467.78,Part-time,West,Yes,5.1,1,2024-02-14,2024-02-06,e-mail,Silver,,-1,0.78,Requested more time
15759,25,Male,Single,65255.02,Full-time,Midwest,No,1.4,0,2024-01-28,2024-01-06,None,STANDARD,Third-Party,0,0.35,Spouse covered elsewhere
